ItemNo,GroupNo,ShelfNo
P0983,35,175
P0753,35,167
P0412,35,145
P0514,35,11
P1258,35,168
P0939,35,30
P1276,35,82
P0487,35,144
P0813,35,104
P0563,35,176
P1261,35,53
P0502,35,50
P0921,35,194
P0947,35,111
P0786,35,143
P1824,35,187
P1248,35,138
P1814,35,15
P0257,35,197
P0852,35,101
P1111,35,97
P1141,35,4
P0063,35,67
P0710,35,185
P1674,35,160
P0711,35,161
P0100,35,7
P0055,35,150
P0255,35,103
P1368,35,151
P1036,35,158
P0519,35,62
P1372,35,140
P1940,35,92
P1275,35,171
P1225,35,80
P1131,35,188
P0906,35,169
P0427,35,51
P1192,35,58
P1665,35,71
P0251,35,198
P1662,35,184
P0127,35,183
P0466,35,33
P1739,35,115
P0833,35,154
P0028,35,31
P0904,35,69
P1245,35,135
P0428,35,32
P0909,35,86
P1827,35,20
P0216,35,90
P0130,35,192
P0017,35,24
P0343,35,117
P1823,35,174
P0812,35,94
P0125,35,99
P0379,35,105
P1278,35,123
P0548,35,130
P1860,35,65
P0111,35,13
P1314,35,87
P1404,35,136
P1598,35,134
P1419,35,118
P0730,35,57
P0496,35,73
P0807,35,63
P1341,35,61
P1716,35,10
P1654,35,96
P0374,35,129
P1510,35,149
P0166,35,173
P1143,35,2
P0305,35,78
P0302,35,159
P0247,35,182
P1787,35,199
P0441,35,74
P0368,35,19
P0709,35,162
P0249,35,179
P0540,35,200
P0860,35,79
P1513,35,148
P1080,35,100
P0024,35,76
P0211,35,77
P0344,35,3
P1707,35,102
P1395,35,108
P0140,35,70
P0062,35,27
P1200,35,42
P1845,35,131
P1138,35,12
P1694,35,85
P1172,35,193
P0050,35,172
P1678,36,35
P0873,36,183
P0879,36,110
P0943,36,69
P1805,36,200
P1280,36,123
P0741,36,188
P1079,36,138
P1293,36,76
P0066,36,156
P0803,36,194
P1056,36,45
P0103,36,165
P0006,36,144
P0759,36,16
P0877,36,33
P1203,36,180
P1101,36,85
P0049,36,2
P1097,36,81
P1643,36,116
P1112,36,136
P1142,36,11
P1592,36,28
P1686,36,15
P1285,36,118
P0963,36,129
P1256,36,155
P1023,36,12
P0564,36,48
P0434,36,109
P1323,36,187
P0179,36,137
P1565,36,14
P0660,36,34
P1603,36,1
P1484,36,115
P0761,36,176
P1104,36,17
P1755,36,197
P1022,36,53
P0970,36,8
P0555,36,168
P0618,36,88
P1140,36,41
P1741,36,68
P0816,36,167
P1118,36,23
P1055,36,82
P0259,36,166
P1051,36,37
P0856,36,95
P0880,36,50
P0539,36,193
P1054,36,47
P0911,36,83
P0174,36,20
P0298,36,40
P0608,36,70
P0178,36,111
P1077,36,128
P1153,36,189
P0609,36,159
P1611,36,186
P0802,36,149
P1250,36,7
P0701,36,27
P0419,36,124
P0845,36,199
P1069,36,57
P0853,36,84
P0450,36,112
P0404,36,122
P1574,36,174
P0156,36,31
P1663,36,119
P1242,36,90
P1073,36,92
P1792,36,43
P0463,36,18
P0299,36,38
P0810,36,105
P0989,36,3
P1361,36,89
P1134,36,66
P1161,36,71
P1311,36,103
P1455,36,36
P1380,36,63
P0201,36,150
P0821,36,117
P0760,36,143
P1687,36,135
P1685,36,175
P0605,36,192
P1783,36,160
P0412,36,59
P1628,36,162
P0916,36,10
P0939,36,24
P0813,36,172
P1412,36,77
P0488,36,130
P1636,36,153
P1261,36,127
P0502,36,32
P1609,36,30
P1356,36,9
P0805,36,198
P0105,36,64
P1425,36,157
P0397,36,100
P0607,36,191
P1309,36,161
P1072,36,94
P1244,36,91
P0088,36,93
P0566,36,46
P0155,36,42
P0746,36,108
P1782,36,67
P0922,36,54
P0924,36,185
P0711,36,139
P0293,36,26
P0203,36,182
P0668,36,58
P0255,36,132
P0923,36,75
P0954,36,102
P1656,36,146
P1940,36,133
P0716,36,72
P0317,36,4
P0920,36,56
P0851,36,80
P0195,36,73
P0762,36,141
P0453,36,21
P1020,36,195
P1067,36,60
P0538,36,142
P1784,36,62
P1257,36,145
P1096,36,131
P1695,36,196
P0823,36,152
P0021,36,19
P0593,36,190
P1316,36,86
P1337,36,65
P1245,36,134
P1252,36,98
P1066,36,51
P0909,36,178
P1002,36,52
P1827,36,5
P0858,36,113
P1789,36,173
P1878,36,25
P0670,36,44
P1614,36,114
P1823,36,61
P0499,36,184
P0863,36,29
P1308,36,99
P0610,36,79
P0619,36,101
P0152,36,170
P1272,36,154
P1657,36,78
P0026,36,22
P1038,36,97
P0097,36,126
P0854,36,106
P1415,36,39
P1631,36,125
P0527,36,177
P1578,36,169
P0337,36,181
P0612,36,147
P0743,36,140
P1243,36,104
P1496,36,163
P1068,36,55
P1642,36,151
P0815,36,171
P1019,36,49
P0955,36,96
P0831,36,164
P0656,36,158
P0184,36,13
P0704,36,74
P0500,36,107
P0344,36,179
P0707,36,87
P0304,36,6
P0558,36,120
P0062,36,121
P0882,36,148
P1779,37,195
P0699,37,105
P1449,37,66
P0873,37,8
P1791,37,120
P0943,37,189
P1840,37,137
P1805,37,7
P0380,37,148
P1079,37,1
P0698,37,100
P1206,37,22
P1004,37,184
P1142,37,85
P0697,37,97
P1340,37,21
P0516,37,33
P1177,37,2
P1152,37,65
P0060,37,110
P1323,37,13
P0886,37,63
P0570,37,99
P0531,37,134
P0297,37,46
P0761,37,167
P1104,37,116
P0065,37,112
P0007,37,143
P1281,37,5
P0629,37,185
P0674,37,81
P1165,37,140
P1769,37,162
P0259,37,139
P1837,37,175
P0079,37,27
P1794,37,26
P0069,37,117
P0258,37,146
P0832,37,160
P0880,37,197
P0347,37,15
P0539,37,6
P1839,37,49
P0911,37,168
P0174,37,45
P0498,37,34
P1326,37,51
P0630,37,154
P0666,37,61
P0958,37,71
P0981,37,50
P0638,37,37
P1250,37,103
P0014,37,73
P0651,37,59
P0456,37,96
P1171,37,55
P0937,37,133
P0853,37,114
P1675,37,62
P1681,37,128
P0952,37,53
P0209,37,118
P1217,37,183
P0827,37,170
P1011,37,127
P0950,37,31
P0139,37,159
P1478,37,80
P1247,37,67
P1728,37,28
P0565,37,192
P1846,37,119
P0440,37,109
P0989,37,76
P1622,37,180
P0684,37,121
P0611,37,147
P0810,37,11
P1618,37,12
P0948,37,101
P0425,37,24
P0949,37,111
P0917,37,91
P1608,37,60
P1319,37,173
P0181,37,35
P0885,37,52
P0213,37,58
P1786,37,36
P0800,37,155
P0001,37,84
P0925,37,42
P0514,37,29
P1258,37,149
P0487,37,126
P0488,37,90
P1636,37,9
P0502,37,88
P0175,37,20
P0941,37,83
P1297,37,124
P0161,37,10
P0708,37,130
P1425,37,43
P1871,37,171
P1244,37,40
P1111,37,74
P1214,37,57
P0474,37,89
P1589,37,131
P1674,37,182
P0924,37,48
P0711,37,176
P0055,37,186
P1406,37,187
P1219,37,152
P0293,37,23
P1036,37,165
P0167,37,188
P1656,37,194
P1940,37,157
P1734,37,16
P1658,37,123
P0366,37,75
P1116,37,82
P0906,37,200
P0557,37,87
P1634,37,4
P1288,37,102
P0145,37,122
P1497,37,125
P0272,37,164
P1591,37,79
P1220,37,107
P1662,37,56
P0737,37,158
P1613,37,94
P0453,37,136
P1357,37,144
P1014,37,196
P1213,37,150
P0769,37,190
P0678,37,41
P1316,37,25
P1385,37,39
P0154,37,142
P0061,37,104
P0428,37,98
P0210,37,95
P1486,37,77
P1827,37,163
P1621,37,169
P0377,37,17
P1009,37,30
P1789,37,135
P0017,37,86
P1318,37,47
P0118,37,3
P0676,37,38
P0685,37,68
P0499,37,19
P1366,37,178
P1308,37,115
P0204,37,14
P1272,37,156
P1015,37,172
P0379,37,199
P1633,37,198
P0097,37,132
P0854,37,70
P1314,37,44
P0318,37,161
P0706,37,92
P0612,37,191
P1654,37,177
P1495,37,129
P0991,37,141
P0942,37,108
P0135,37,138
P1428,37,64
P1757,37,166
P0815,37,179
P0273,37,181
P0302,37,78
P0163,37,174
P1787,37,145
P0184,37,93
P0441,37,113
P0808,37,54
P1918,37,72
P0211,37,18
P0707,37,153
P1395,37,193
P0544,37,151
P0062,37,69
P0436,37,106
P1249,37,32
P0109,38,85
P0285,38,37
P0873,38,104
P1791,38,3
P0903,38,118
P1280,38,159
P0071,38,137
P0934,38,150
P1113,38,54
P1293,38,92
P0550,38,168
P0803,38,45
P1056,38,86
P0461,38,41
P0984,38,27
P0006,38,4
P0759,38,8
P0049,38,23
P1763,38,174
P1304,38,125
P1230,38,47
P0193,38,83
P1256,38,63
P0575,38,96
P1023,38,24
P0060,38,17
P0411,38,56
P0513,38,73
P0781,38,167
P0179,38,82
P1694,38,166
P0531,38,43
P0297,38,93
P1565,38,123
P0058,38,179
P0188,38,116
P1605,38,36
P1104,38,32
P0016,38,22
P1281,38,97
P1022,38,64
P0970,38,35
P0303,38,194
P0231,38,9
P0648,38,15
P1799,38,134
P0259,38,109
P0957,38,20
P1118,38,39
P1794,38,117
P0226,38,151
P1590,38,199
P0491,38,65
P1050,38,133
P0880,38,70
P0849,38,124
P0748,38,105
P1026,38,200
P0824,38,132
P0835,38,149
P1839,38,81
P0911,38,178
P0987,38,44
P0498,38,108
P1277,38,48
P1153,38,198
P0025,38,57
P0630,38,5
P0802,38,53
P1105,38,153
P0701,38,111
P1816,38,114
P0228,38,182
P1641,38,66
P0768,38,185
P0233,38,144
P0450,38,69
P1780,38,89
P0952,38,2
P0497,38,28
P0232,38,186
P0907,38,154
P0432,38,181
P1482,38,1
P0027,38,10
P0559,38,183
P0962,38,26
P0859,38,84
P1792,38,16
P0505,38,120
P0299,38,6
P0565,38,71
P0703,38,30
P0440,38,195
P1361,38,158
P0617,38,191
P0948,38,91
P0352,38,192
P0147,38,128
P1311,38,115
P0417,38,55
P0902,38,141
P1455,38,29
P1380,38,18
P1453,38,75
P0760,38,157
P0661,38,42
P1147,38,40
P0925,38,161
P0340,38,58
P1258,38,196
P0992,38,139
P0813,38,140
P0175,38,147
P0921,38,72
P0820,38,95
P1854,38,101
P1356,38,87
P0447,38,127
P0805,38,61
P0967,38,19
P0115,38,148
P0822,38,60
P1748,38,171
P1589,38,102
P1041,38,59
P1418,38,131
P0155,38,136
P0746,38,107
P0203,38,103
P0293,38,11
P1325,38,80
P0519,38,155
P1940,38,176
P0375,38,173
P1116,38,38
P0851,38,122
P1443,38,13
P1288,38,113
P1192,38,78
P0780,38,184
P1020,38,46
P1784,38,74
P0940,38,31
P1739,38,143
P1255,38,156
P0414,38,68
P0515,38,129
P1695,38,98
P1316,38,94
P0454,38,110
P1066,38,180
P1002,38,189
P0643,38,160
P1009,38,138
P0216,38,164
P1878,38,172
P0905,38,142
P0670,38,88
P1099,38,121
P1607,38,163
P1366,38,52
P1606,38,79
P0620,38,76
P1657,38,49
P1596,38,34
P0125,38,112
P0026,38,21
P0779,38,177
P1343,38,90
P1756,38,77
P0307,38,188
P1199,38,106
P0527,38,169
P0960,38,165
P1654,38,130
P1446,38,51
P0166,38,190
P0767,38,67
P0261,38,170
P1068,38,193
P0279,38,187
P0310,38,100
P0704,38,99
P0500,38,7
P0581,38,14
P0707,38,33
P1707,38,135
P0276,38,146
P0304,38,25
P1725,38,152
P0140,38,175
P1156,38,197
P0836,38,126
P1264,38,62
P1263,38,50
P0070,38,162
P0798,38,119
P1350,38,145
P0050,38,12
P1202,39,44
P0873,39,97
P0879,39,16
P1655,39,120
P0578,39,167
P0106,39,46
P1097,39,77
P1206,39,86
P0049,39,185
P1112,39,23
P1763,39,191
P1686,39,7
P0170,39,192
P1256,39,6
P1023,39,116
P1340,39,111
P0239,39,160
P0516,39,67
P1563,39,186
P0162,39,187
P0569,39,136
P0179,39,125
P0570,39,96
P0067,39,22
P0297,39,112
P0819,39,128
P0660,39,100
P1605,39,45
P1755,39,171
P1212,39,37
P1281,39,155
P0007,39,166
P1282,39,148
P0555,39,108
P0469,39,149
P0618,39,41
P1363,39,17
P1051,39,127
P1458,39,162
P1359,39,15
P0673,39,140
P0329,39,28
P0856,39,89
P1744,39,36
P1180,39,43
P0849,39,91
P0539,39,54
P1026,39,117
P0911,39,129
P0298,39,104
P0498,39,25
P1730,39,156
P1153,39,94
P1329,39,71
P1250,39,53
P1126,39,175
P1105,39,79
P0738,39,99
P0430,39,109
P0845,39,154
P0473,39,1
P0429,39,72
P0520,39,139
P0559,39,133
P0962,39,81
P0404,39,13
P1414,39,131
P1189,39,31
P1364,39,11
P0728,39,55
P0299,39,48
P0703,39,29
P0617,39,24
P1361,39,115
P1826,39,30
P0964,39,82
P0212,39,119
P0989,39,151
P0352,39,107
P1874,39,190
P0722,39,173
P1122,39,110
P0949,39,70
P0865,39,174
P1103,39,18
P0201,39,40
P0821,39,62
P1106,39,164
P0008,39,69
P0412,39,134
P0514,39,49
P0968,39,85
P1276,39,14
P1312,39,42
P0191,39,176
P1083,39,8
P0148,39,92
P0447,39,152
P1533,39,180
P0967,39,59
P0794,39,189
P0613,39,183
P1394,39,200
P0283,39,58
P0852,39,78
P1674,39,102
P0003,39,80
P0361,39,163
P0668,39,124
P0711,39,132
P0055,39,165
P1368,39,61
P0141,39,35
P1734,39,34
P1940,39,93
P0146,39,150
P1658,39,9
P0716,39,27
P0789,39,188
P0920,39,198
P1116,39,137
P0906,39,33
P1001,39,103
P1610,39,57
P1303,39,32
P0427,39,101
P0449,39,10
P0971,39,60
P0309,39,74
P1020,39,26
P1218,39,52
P0757,39,199
P0538,39,2
P0466,39,123
P1046,39,142
P1645,39,5
P0414,39,73
P1255,39,12
P0881,39,4
P0833,39,135
P1096,39,75
P0515,39,19
P1300,39,141
P1434,39,56
P0198,39,161
P1316,39,68
P0420,39,177
P1201,39,143
P0909,39,172
P0944,39,158
P0705,39,83
P0464,39,98
P0969,39,51
P0343,39,178
P0795,39,168
P1607,39,20
P1823,39,21
P1179,39,146
P1367,39,122
P0901,39,65
P1308,39,121
P0551,39,138
P0972,39,63
P0379,39,95
P0548,39,50
P1657,39,184
P0779,39,130
P1802,39,195
P0097,39,145
P1756,39,182
P1430,39,118
P0307,39,47
P1199,39,157
P1540,39,179
P0807,39,64
P0337,39,113
P1341,39,170
P1654,39,88
P0240,39,144
P0744,39,181
P0743,39,66
P1058,39,90
P1194,39,3
P0279,39,87
P0305,39,147
P0302,39,39
P1612,39,38
P1339,39,105
P0010,39,159
P0378,39,169
P0707,39,196
P0286,39,194
P0399,39,197
P1156,39,106
P1712,39,193
P1089,39,84
P1381,39,76
P0415,39,114
P0882,39,153
P1090,39,126
P1449,40,8
P0928,40,57
P0879,40,110
P1791,40,107
P0903,40,127
P0158,40,144
P0741,40,68
P0089,40,173
P0771,40,4
P0526,40,140
P0803,40,80
P0461,40,100
P0759,40,101
P1776,40,191
P0049,40,66
P1097,40,159
P1112,40,166
P1555,40,7
P0381,40,192
P1142,40,26
P1086,40,70
P1790,40,90
P0564,40,1
P0434,40,136
P1563,40,154
P1177,40,78
P0411,40,121
P0101,40,194
P0513,40,28
P0059,40,71
P0179,40,151
P1435,40,108
P0058,40,143
P0660,40,58
P0278,40,170
P1755,40,17
P1098,40,176
P1281,40,61
P1115,40,178
P1282,40,155
P1733,40,126
P0016,40,104
P0970,40,89
P0303,40,145
P1363,40,13
P1794,40,152
P1070,40,185
P1399,40,55
P1590,40,150
P0856,40,195
P0284,40,125
P1180,40,196
P0880,40,48
P0398,40,119
P1054,40,189
P0112,40,27
P0029,40,88
P1329,40,33
P1817,40,9
P0802,40,83
P1250,40,117
P1401,40,131
P1105,40,164
P1124,40,157
P0845,40,6
P0430,40,138
P0768,40,59
P0429,40,179
P0853,40,168
P1697,40,16
P0209,40,116
P1228,40,30
P0313,40,106
P0432,40,118
P0315,40,128
P0027,40,102
P1011,40,114
P0665,40,79
P1574,40,53
P0087,40,22
P1360,40,169
P0299,40,87
P0731,40,73
P1846,40,10
P0703,40,56
P0617,40,12
P0989,40,86
P1622,40,11
P0964,40,163
P0948,40,174
P1498,40,122
P0722,40,35
P1311,40,135
P1122,40,47
P1052,40,60
P0917,40,97
P0064,40,180
P1743,40,113
P0910,40,49
P1045,40,98
P0791,40,3
P1683,40,103
P1807,40,190
P1106,40,54
P0605,40,23
P0340,40,165
P0514,40,158
P0568,40,120
P1583,40,50
P1216,40,193
P0191,40,5
P1636,40,43
P0157,40,2
P1609,40,62
P1327,40,167
P0941,40,91
P0148,40,175
P0447,40,142
P0947,40,67
P0805,40,77
P0607,40,29
P1244,40,115
P1394,40,64
P1589,40,112
P1271,40,133
P0291,40,36
P0155,40,105
P0680,40,74
P0361,40,42
P0055,40,65
P0924,40,161
P0641,40,199
P1351,40,19
P1940,40,69
P0889,40,183
P0755,40,181
P0557,40,93
P1634,40,51
P1288,40,186
P0762,40,24
P1413,40,40
P0971,40,160
P1539,40,172
P0219,40,96
P0986,40,92
P0453,40,94
P1020,40,44
P0650,40,14
P1067,40,148
P0328,40,63
P1695,40,31
P0823,40,171
P0904,40,95
P1316,40,52
P1635,40,34
P0944,40,72
P0377,40,81
P0260,40,38
P1318,40,130
P0969,40,184
P0795,40,39
P1793,40,45
P1367,40,147
P0863,40,84
P0532,40,76
P0972,40,197
P0548,40,124
P1278,40,111
P1596,40,41
P1600,40,123
P0486,40,177
P1191,40,20
P0307,40,162
P1102,40,200
P1121,40,198
P1012,40,32
P0960,40,18
P0337,40,141
P0442,40,15
P1243,40,134
P1383,40,137
P0306,40,25
P0279,40,156
P1167,40,153
P0327,40,75
P0192,40,187
P1302,40,132
P0704,40,146
P0978,40,139
P0581,40,99
P1265,40,37
P0010,40,46
P0707,40,182
P0378,40,82
P0281,40,149
P0062,40,188
P1845,40,109
P1365,40,85
P0739,40,21
P1249,40,129
P0109,41,111
P0928,41,102
P1791,41,55
P1151,41,43
P0903,41,153
P0071,41,22
P0089,41,128
P0526,41,90
P1079,41,93
P0663,41,170
P0803,41,193
P1056,41,181
P0461,41,143
P1203,41,101
P1101,41,76
P1016,41,115
P1049,41,81
P0049,41,161
P0370,41,177
P0982,41,62
P0239,41,176
P1407,41,34
P1246,41,150
P0101,41,29
P0485,41,130
P0727,41,114
P0059,41,171
P0570,41,152
P0531,41,23
P1565,41,26
P0058,41,63
P0819,41,60
P1795,41,94
P0007,41,167
P1733,41,121
P0459,41,86
P0303,41,57
P0206,41,56
P0926,41,104
P1140,41,117
P0259,41,20
P0536,41,113
P1253,41,41
P1051,41,50
P1794,41,98
P1456,41,31
P0069,41,92
P0107,41,122
P0681,41,8
P1647,41,183
P0491,41,144
P1286,41,118
P1026,41,146
P1839,41,134
P0911,41,87
P0298,41,190
P1730,41,97
P1638,41,37
P0666,41,133
P0876,41,106
P0446,41,116
P0701,41,173
P1816,41,4
P0430,41,198
P1594,41,74
P0768,41,69
P0936,41,2
P0450,41,21
P1317,41,11
P1856,41,95
P0497,41,7
P0432,41,127
P0484,41,129
P0962,41,125
P1414,41,54
P0156,41,78
P0299,41,195
P1846,41,132
P0330,41,39
P0703,41,45
P0611,41,182
P1861,41,148
P1439,41,38
P1082,41,112
P0989,41,172
P0425,41,155
P0722,41,160
P0614,41,14
P1311,41,53
P1052,41,46
P0910,41,124
P1320,41,141
P0181,41,32
P0842,41,6
P0821,41,191
P0772,41,85
P1650,41,24
P1195,41,73
P0008,41,159
P0605,41,178
P0340,41,186
P0172,41,192
P1628,41,196
P1276,41,185
P1258,41,75
P0191,41,88
P1159,41,187
P1636,41,164
P0175,41,103
P1353,41,16
P0148,41,184
P1013,41,136
P1355,41,1
P0786,41,142
P1248,41,154
P1505,41,119
P0822,41,156
P0088,41,61
P0649,41,139
P1244,41,147
P1072,41,79
P1186,41,82
P1748,41,9
P1875,41,80
P0155,41,19
P0003,41,194
P0203,41,15
P0924,41,99
P1095,41,42
P1368,41,72
P0954,41,51
P0141,41,5
P1734,41,168
P1940,41,131
P1658,41,163
P0851,41,58
P1065,41,140
P1634,41,169
P0556,41,188
P0762,41,120
P0449,41,100
P0466,41,64
P0833,41,180
P0296,41,145
P1096,41,13
P1695,41,3
P1166,41,68
P1316,41,91
P1635,41,174
P1245,41,108
P1252,41,47
P1201,41,158
P0909,41,123
P0451,41,126
P0073,41,25
P1878,41,17
P0343,41,33
P1251,41,30
P0670,41,65
P1457,41,110
P1800,41,28
P1793,41,105
P0814,41,137
P1367,41,83
P1308,41,107
P0266,41,138
P0379,41,135
P1596,41,149
P1278,41,70
P0854,41,66
P0866,41,40
P0319,41,179
P0307,41,59
P1012,41,199
P0527,41,162
P0612,41,71
P1243,41,67
P0422,41,166
P1496,41,109
P1383,41,49
P0927,41,89
P0128,41,151
P0279,41,12
P0192,41,197
P0057,41,18
P1059,41,189
P0704,41,10
P0978,41,52
P1711,41,175
P0211,41,96
P1265,41,165
P0707,41,157
P1483,41,36
P1156,41,77
P0576,41,44
P0062,41,35
P0338,41,200
P1778,41,27
P1365,41,48
P1090,41,84
P1202,42,77
P1449,42,133
P0928,42,117
P0578,42,78
P1655,42,98
P1280,42,101
P0526,42,148
P1113,42,8
P1079,42,122
P1788,42,185
P1203,42,167
P0594,42,3
P1524,42,187
P1206,42,52
P0982,42,65
P1485,42,59
P0516,42,192
P0009,42,29
P0770,42,157
P1184,42,109
P0297,42,70
P0660,42,130
P0990,42,165
P0007,42,123
P1281,42,24
P1129,42,28
P0715,42,39
P0926,42,188
P0259,42,18
P0069,42,155
P0681,42,161
P0832,42,7
P1724,42,180
P0880,42,108
P0347,42,89
P1377,42,198
P0398,42,195
P0824,42,175
P1839,42,156
P0875,42,100
P0030,42,193
P0498,42,176
P0933,42,134
P0112,42,121
P0719,42,26
P0298,42,61
P1153,42,125
P1330,42,137
P1893,42,12
P0638,42,182
P1611,42,118
P1105,42,190
P0738,42,102
P1816,42,62
P1594,42,95
P1677,42,55
P0853,42,66
P0362,42,32
P0355,42,181
P0432,42,38
P0588,42,90
P0962,42,69
P1414,42,145
P1843,42,17
P1639,42,151
P1247,42,51
P1666,42,5
P0810,42,93
P0703,42,67
P0617,42,154
P1361,42,159
P0212,42,138
P0352,42,128
P0478,42,43
P0577,42,112
P1122,42,49
P0736,42,9
P1052,42,147
P1374,42,183
P0910,42,169
P1234,42,46
P1608,42,45
P1328,42,152
P0197,42,85
P1319,42,186
P1195,42,103
P1106,42,114
P1685,42,88
P0008,42,10
P0321,42,40
P1190,42,63
P0514,42,19
P0292,42,111
P1327,42,1
P1669,42,96
P1356,42,97
P1425,42,99
P0607,42,81
P1248,42,191
P0822,42,141
P1875,42,142
P1589,42,76
P0090,42,72
P0471,42,35
P1154,42,120
P0063,42,160
P0924,42,194
P0668,42,126
P0293,42,68
P1325,42,4
P1368,42,15
P0806,42,2
P1940,42,131
P1658,42,104
P0920,42,168
P0346,42,84
P1745,42,158
P0851,42,144
P0762,42,86
P1610,42,16
P1033,42,54
P0912,42,200
P1220,42,41
P0538,42,82
P1357,42,27
P1046,42,23
P0809,42,184
P0356,42,178
P0328,42,119
P1096,42,135
P0521,42,139
P0515,42,153
P0593,42,92
P0198,42,113
P1166,42,106
P0678,42,199
P0980,42,25
P1385,42,132
P1316,42,73
P1201,42,74
P0909,42,50
P0705,42,20
P1321,42,197
P1009,42,53
P0260,42,83
P0118,42,91
P1789,42,57
P0216,42,171
P1137,42,177
P0343,42,13
P0969,42,21
P1595,42,94
P1878,42,172
P1254,42,47
P1607,42,64
P0254,42,33
P1367,42,150
P0532,42,75
P0551,42,71
P1272,42,11
P0379,42,56
P1860,42,14
P0938,42,189
P1430,42,136
P1102,42,22
P0527,42,164
P0345,42,80
P1341,42,129
P0960,42,163
P1039,42,174
P1654,42,162
P0308,42,116
P0533,42,146
P1143,42,149
P1383,42,140
P1167,42,107
P0279,42,58
P1019,42,60
P1037,42,105
P1850,42,6
P1302,42,34
P1227,42,127
P0704,42,42
P0978,42,179
P1612,42,31
P1689,42,37
P0024,42,115
P0010,42,79
P0378,42,124
P0707,42,110
P1483,42,196
P0777,42,170
P0202,42,173
P0140,42,30
P1081,42,44
P1156,42,48
P1561,42,143
P0946,42,36
P0576,42,87
P0070,42,166
P1202,43,176
P0873,43,144
P1791,43,167
P1280,43,33
P1788,43,50
P0526,43,153
P0550,43,69
P0461,43,16
P0759,43,60
P1776,43,127
P1812,43,8
P1315,43,155
P1049,43,152
P1538,43,162
P0370,43,43
P1686,43,46
P0513,43,114
P0151,43,73
P0570,43,68
P1836,43,142
P1098,43,90
P0402,43,182
P1282,43,34
P0761,43,164
P1022,43,191
P0541,43,40
P1668,43,180
P0303,43,35
P0555,43,165
P0469,43,15
P0816,43,166
P0536,43,20
P1352,43,37
P0681,43,192
P0491,43,163
P1050,43,83
P0880,43,104
P1286,43,6
P0539,43,135
P0849,43,128
P1839,43,61
P0824,43,132
P1054,43,139
P0911,43,159
P0174,43,186
P0498,43,62
P0719,43,57
P0112,43,45
P0933,43,148
P1277,43,58
P0298,43,121
P0638,43,178
P0981,43,24
P1401,43,141
P1764,43,13
P1105,43,115
P1816,43,147
P0845,43,74
P1594,43,146
P0998,43,175
P1641,43,185
P0429,43,63
P0853,43,138
P0616,43,107
P0450,43,3
P1681,43,22
P0362,43,59
P0497,43,26
P1582,43,197
P0642,43,125
P0236,43,77
P0232,43,154
P0520,43,56
P0315,43,11
P0484,43,160
P1178,43,76
P0962,43,161
P1663,43,44
P1584,43,70
P1247,43,98
P0463,43,75
P0728,43,94
P1364,43,31
P0810,43,85
P1861,43,2
P0617,43,190
P1361,43,38
P0964,43,118
P0553,43,109
P0736,43,84
P1569,43,196
P0985,43,48
P0064,43,126
P1320,43,14
P1103,43,81
P0181,43,65
P0201,43,82
P1375,43,47
P0760,43,80
P0008,43,86
P0800,43,97
P1190,43,169
P0412,43,189
P0172,43,108
P0340,43,116
P1628,43,133
P1283,43,21
P0783,43,28
P0191,43,78
P1159,43,99
P1820,43,39
P1034,43,143
P1327,43,120
P0148,43,200
P1013,43,5
P1518,43,198
P0786,43,4
P0967,43,113
P1072,43,137
P0822,43,156
P1336,43,181
P0291,43,168
P0063,43,32
P0155,43,27
P0164,43,79
P1674,43,170
P1782,43,134
P1481,43,119
P0255,43,123
P0954,43,151
P1734,43,23
P0143,43,88
P1225,43,36
P0920,43,12
P1537,43,52
P0851,43,171
P0755,43,100
P1305,43,177
P0556,43,93
P1288,43,172
P0449,43,30
P1220,43,66
P0780,43,140
P0309,43,112
P0737,43,89
P1575,43,1
P1357,43,194
P0935,43,18
P0980,43,71
P1096,43,183
P1316,43,64
P1062,43,53
P0061,43,7
P0909,43,195
P0210,43,110
P1827,43,29
P0705,43,54
P0850,43,188
P0037,43,19
P0343,43,106
P0670,43,149
P1619,43,42
P1287,43,122
P0812,43,157
P0929,43,130
P0901,43,92
P0610,43,124
P0433,43,174
P0548,43,136
P1596,43,49
P1860,43,131
P0097,43,105
P0854,43,102
P1314,43,96
P0307,43,95
P1756,43,158
P1631,43,51
P1199,43,55
P1495,43,10
P1039,43,101
P0612,43,145
P0396,43,67
P0166,43,91
P0743,43,103
P1143,43,150
P0128,43,9
P0305,43,87
P1019,43,193
P0279,43,111
P0636,43,129
P1432,43,173
P1063,43,117
P0275,43,184
P0707,43,199
P0836,43,179
P0946,43,72
P0062,43,41
P1043,43,187
P1694,43,25
P1249,43,17
P0421,44,8
P0873,44,118
P0879,44,183
P1774,44,57
P1280,44,101
P0380,44,42
P1819,44,164
P0682,44,125
P1203,44,97
P0106,44,187
P1763,44,45
P1097,44,35
P1304,44,32
P0381,44,114
P1086,44,194
P1256,44,30
P1160,44,49
P1517,44,108
P1340,44,16
P0564,44,90
P0434,44,150
P0002,44,23
P0411,44,65
P0513,44,157
P0179,44,199
P0570,44,144
P1811,44,175
P1435,44,181
P0531,44,63
P0297,44,188
P0369,44,15
P1541,44,87
P1710,44,81
P1282,44,39
P1281,44,104
P0829,44,75
P1165,44,140
P1183,44,179
P0469,44,200
P0259,44,178
P0535,44,78
P0957,44,186
P0840,44,195
